Year,LocationAbbr,LocationDesc,Question,DataValue,StratificationCategory1,Stratification1,GeoLocation
2016,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(37.63864012300047, -120.99999953799971)"
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(41.56266102000046, -72.64984095199964)"
2016,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(39.008830667000495, -75.57774116799965)"
2016,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2015,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(35.466220975000454, -79.15925046299964)"
2012,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(34.865970280000454, -111.76381127699972)"
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(13.444304, 144.793731)"
2012,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(39.29058096400047, -76.60926011099963)"
2012,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(39.29058096400047, -76.60926011099963)"
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2012,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2012,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2011,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(39.766910452000445, -86.14996019399968)"
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(39.766910452000445, -86.14996019399968)"
2011,IN,Indiana,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(39.766910452000445, -86.14996019399968)"
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(44.6613195430005, -84.71439026999968)"
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(38.635790776000476, -92.56630005299968)"
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(38.635790776000476, -92.56630005299968)"
2011,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(38.635790776000476, -92.56630005299968)"
2011,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(35.47203135600046, -97.52107021399968)"
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2011,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(31.827240407000488, -99.42677020599967)"
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(37.63864012300047, -120.99999953799971)"
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(37.63864012300047, -120.99999953799971)"
2013,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Overall,Overall,"(37.63864012300047, -120.99999953799971)"
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Female,"(38.635790776000476, -92.56630005299968)"
2013,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2013,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.2,Gender,Male,"(42.82700103200045, -75.54397042699964)"
2016,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(39.29058096400047, -76.60926011099963)"
2015,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall,Overall,"(34.865970280000454, -111.76381127699972)"
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(45.254228894000505, -68.98503133599962)"
2012,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(38.635790776000476, -92.56630005299968)"
2012,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(40.06021014100048, -82.40426005599966)"
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(21.304850435000446, -157.85774940299973)"
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(42.46940091300047, -93.81649055599968)"
2014,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2014,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall,Overall,"(39.29058096400047, -76.60926011099963)"
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(39.493240390000494, -117.07184056399967)"
2013,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(28.932040377000476, -81.92896053899966)"
2013,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(41.6410409880005, -99.36572062299967)"
2013,OK,Oklahoma,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(35.47203135600046, -97.52107021399968)"
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,"(40.79373015200048, -77.86070029399963)"
2013,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10.1,Gender,Male,
2016,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(13.444304, 144.793731)"
2016,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,
2016,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2016,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2015,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(37.63864012300047, -120.99999953799971)"
2015,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(44.6613195430005, -84.71439026999968)"
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(32.83968109300048, -83.62758034599966)"
2012,NC,North Carolina,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(35.466220975000454, -79.15925046299964)"
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(34.865970280000454, -111.76381127699972)"
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(39.008830667000495, -75.57774116799965)"
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(38.34774030000045, -98.20078122699965)"
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(44.6613195430005, -84.71439026999968)"
2011,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(40.06021014100048, -82.40426005599966)"
2011,OH,Ohio,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(40.06021014100048, -82.40426005599966)"
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,
2014,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(34.865970280000454, -111.76381127699972)"
2014,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2014,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Overall,Overall,
2013,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(34.865970280000454, -111.76381127699972)"
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Female,"(39.29058096400047, -76.60926011099963)"
2013,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(47.47531977900047, -100.11842104899966)"
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,10,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2016,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(38.34774030000045, -98.20078122699965)"
2016,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2016,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Female,"(37.63864012300047, -120.99999953799971)"
2015,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(45.254228894000505, -68.98503133599962)"
2015,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2015,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Female,"(40.79373015200048, -77.86070029399963)"
2015,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(32.83968109300048, -83.62758034599966)"
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(45.254228894000505, -68.98503133599962)"
2012,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2012,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Female,"(34.52088095200048, -106.24058098499967)"
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2011,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(41.56266102000046, -72.64984095199964)"
2011,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(13.444304, 144.793731)"
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(34.52088095200048, -106.24058098499967)"
2011,NM,New Mexico,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(34.52088095200048, -106.24058098499967)"
2011,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2011,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.9,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2016,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2016,WI,Wisconsin,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(44.39319117400049, -89.81637074199966)"
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(41.56266102000046, -72.64984095199964)"
2015,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(34.865970280000454, -111.76381127699972)"
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(38.34774030000045, -98.20078122699965)"
2015,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2015,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(41.70828019300046, -71.52247031399963)"
2015,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2012,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(37.63864012300047, -120.99999953799971)"
2012,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(38.34774030000045, -98.20078122699965)"
2012,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Female,"(44.56744942400047, -120.15503132599969)"
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2012,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2011,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(21.304850435000446, -157.85774940299973)"
2014,NH,New Hampshire,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(43.65595011300047, -71.50036091999965)"
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2013,GA,Georgia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(32.83968109300048, -83.62758034599966)"
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Gender,Male,"(38.34774030000045, -98.20078122699965)"
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(39.29058096400047, -76.60926011099963)"
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.8,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2016,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Male,"(42.27687047000046, -72.08269067499964)"
2016,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2015,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Male,"(42.46940091300047, -93.81649055599968)"
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(38.34774030000045, -98.20078122699965)"
2015,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(39.29058096400047, -76.60926011099963)"
2015,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2015,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2012,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(42.46940091300047, -93.81649055599968)"
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(45.254228894000505, -68.98503133599962)"
2012,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(42.82700103200045, -75.54397042699964)"
2012,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,
2011,FL,Florida,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(28.932040377000476, -81.92896053899966)"
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(39.008830667000495, -75.57774116799965)"
2011,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2011,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(44.6613195430005, -84.71439026999968)"
2014,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(37.63864012300047, -120.99999953799971)"
2014,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(40.48501028300046, -88.99771017799969)"
2014,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(42.27687047000046, -72.08269067499964)"
2014,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(39.29058096400047, -76.60926011099963)"
2014,NE,Nebraska,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Male,"(41.6410409880005, -99.36572062299967)"
2014,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(40.13057004800049, -74.27369128799967)"
2014,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Male,"(44.353130053000484, -100.3735306369997)"
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Overall,Overall,"(37.54268067400045, -78.45789046299967)"
2013,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(44.6613195430005, -84.71439026999968)"
2013,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Male,"(44.56744942400047, -120.15503132599969)"
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,
2013,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.7,Gender,Female,"(37.54268067400045, -78.45789046299967)"
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2015,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Female,"(38.34774030000045, -98.20078122699965)"
2015,WY,Wyoming,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(43.23554134300048, -108.10983035299967)"
2012,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(13.444304, 144.793731)"
2012,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(39.008830667000495, -75.57774116799965)"
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(39.29058096400047, -76.60926011099963)"
2011,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(45.254228894000505, -68.98503133599962)"
2011,NJ,New Jersey,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(40.13057004800049, -74.27369128799967)"
2011,TX,Texas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Female,"(31.827240407000488, -99.42677020599967)"
2014,GU,Guam,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(13.444304, 144.793731)"
2014,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Female,"(44.6613195430005, -84.71439026999968)"
2014,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2014,VA,Virginia,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2013,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(38.34774030000045, -98.20078122699965)"
2013,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Gender,Male,"(39.29058096400047, -76.60926011099963)"
2013,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(45.254228894000505, -68.98503133599962)"
2013,MO,Missouri,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(38.635790776000476, -92.56630005299968)"
2013,NV,Nevada,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,"(39.493240390000494, -117.07184056399967)"
2013,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.6,Overall,Overall,
2016,OR,Oregon,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(44.56744942400047, -120.15503132599969)"
2016,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Male,"(47.47531977900047, -100.11842104899966)"
2016,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,"(34.865970280000454, -111.76381127699972)"
2016,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,"(41.56266102000046, -72.64984095199964)"
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,"(42.46940091300047, -93.81649055599968)"
2015,MA,Massachusetts,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Male,"(42.27687047000046, -72.08269067499964)"
2012,MI,Michigan,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,"(44.6613195430005, -84.71439026999968)"
2011,AZ,Arizona,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(34.865970280000454, -111.76381127699972)"
2011,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(38.34774030000045, -98.20078122699965)"
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(39.29058096400047, -76.60926011099963)"
2011,PA,Pennsylvania,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(40.79373015200048, -77.86070029399963)"
2011,SD,South Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(44.353130053000484, -100.3735306369997)"
2011,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,
2014,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(42.46940091300047, -93.81649055599968)"
2014,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Overall,Overall,"(45.254228894000505, -68.98503133599962)"
2014,NY,New York,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,"(42.82700103200045, -75.54397042699964)"
2014,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Female,
2013,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.5,Gender,Male,"(40.48501028300046, -88.99771017799969)"
2016,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(38.34774030000045, -98.20078122699965)"
2016,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(47.52227862900048, -120.47001078999972)"
2015,CA,California,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(37.63864012300047, -120.99999953799971)"
2015,US,United States,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,
2012,IL,Illinois,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(40.48501028300046, -88.99771017799969)"
2012,KS,Kansas,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(38.34774030000045, -98.20078122699965)"
2012,ME,Maine,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(45.254228894000505, -68.98503133599962)"
2012,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(41.70828019300046, -71.52247031399963)"
2011,DE,Delaware,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(39.008830667000495, -75.57774116799965)"
2011,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(43.682630005000476, -114.3637300419997)"
2011,MD,Maryland,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(39.29058096400047, -76.60926011099963)"
2011,WA,Washington,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Male,"(47.52227862900048, -120.47001078999972)"
2014,CT,Connecticut,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Male,"(41.56266102000046, -72.64984095199964)"
2014,HI,Hawaii,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(21.304850435000446, -157.85774940299973)"
2014,ND,North Dakota,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Male,"(47.47531977900047, -100.11842104899966)"
2014,RI,Rhode Island,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Overall,Overall,"(41.70828019300046, -71.52247031399963)"
2013,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Female,"(42.46940091300047, -93.81649055599968)"
2013,ID,Idaho,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.4,Gender,Male,"(43.682630005000476, -114.3637300419997)"
2016,IA,Iowa,Prevalence of diagnosed diabetes among adults aged >= 18 years,9.3,Overall,Overall,"(42.46940091300047, -93.81649055599968)"
